---
---
doors,doors_to_open,stick_wins,switch_wins
99,96,101,4890
99,97,110,9890
100,1,106,100
100,2,104,105
100,3,105,102
100,4,93,108
100,5,99,93
100,6,101,111
100,7,107,118
100,8,85,106
100,9,102,86
100,10,110,91
100,11,105,124
100,12,78,109
100,13,96,127
100,14,98,124
100,15,92,109
100,16,105,132
100,17,96,125
100,18,97,126
100,19,91,112
100,20,120,111
100,21,98,102
100,22,102,119
100,23,98,114
100,24,101,135
100,25,117,123
100,26,91,134
100,27,93,151
100,28,83,149
100,29,114,143
100,30,105,165
100,31,90,139
100,32,110,155
100,33,108,166
100,34,99,143
100,35,114,167
100,36,92,137
100,37,92,186
100,38,115,171
100,39,106,165
100,40,103,146
100,41,87,181
100,42,94,177
100,43,101,178
100,44,109,164
100,45,100,179
100,46,104,178
100,47,98,197
100,48,109,179
100,49,96,194
100,50,91,219
100,51,115,191
100,52,111,194
100,53,102,208
100,54,107,236
100,55,98,228
100,56,95,225
100,57,85,228
100,58,104,250
100,59,83,233
100,60,95,259
100,61,85,279
100,62,100,272
100,63,98,283
100,64,84,252
100,65,98,269
100,66,95,292
100,67,92,311
100,68,97,338
100,69,90,328
100,70,103,371
100,71,97,344
100,72,103,369
100,73,109,414
100,74,109,366
100,75,106,388
100,76,108,428
100,77,109,442
100,78,97,471
100,79,85,502
100,80,107,518
100,81,100,552
100,82,99,574
100,83,90,633
100,84,93,657
100,85,114,699
100,86,91,743
100,87,91,864
100,88,103,938
100,89,94,991
100,90,108,1109
100,91,98,1220
100,92,100,1402
100,93,110,1628
100,94,107,1935
100,95,98,2394
100,96,117,3331
100,97,101,5036
100,98,88,9912
